vendorID;title;description;country;descr_type
579;Ewlon;"<p>Польская компания Ewlon, основанная в 1992 году, является одним из ведущих производителей купальников в Европе. Продукцию торговой марки Ewlon отличают яркие краски, идеальная посадка по фигуре, стильный дизайн, высокое качество пошива и широкий размерный ряд. Среди купальников Ewlon каждая прелестница, вне зависимости от роста, веса и типа фигуры, сможет найти модель, в которой она будет выглядеть неотразимо на пляже или у бассейна! Слитные модели, придающие стройность, раздельные купальники с эффектом пуш-ап, плавки с высокой посадкой, лифы на косточках для пышного бюста – у Ewlon есть всё!</p>";Польша;html
580;"Bas Bleu";"<p>Компания Bas Bleu была основана в Польше в далёком 1992 году. Изначально под торговой маркой выпускались исключительно чулочно-носочные изделия. Благодаря высокому качеству и умеренной цене продукция Bas Bleu быстро стала узнаваемой и завоевала постоянных покупателей – сначала в Польше, а после по всей Европе. С годами ассортимент расширялся и сегодня представлен коллекцией легинсов и модных брючек на каждый день и для особых случаев, одеждой для спорта из эластичных, отводящих влагу тканей, одеждой для беременных женщин и, конечно, сотнями моделей чулок, колгот и носков. </p>";Польша;html
581;Taro;"<p>Польский бренд Taro вошел на рынок одежды для дома и отдыха в 1990 году. Всего нескольких лет хватило на то, чтобы продукция Taro стала любимой и узнаваемой не только в Польше, но и за пределами Европы. Качественная и при этом не дорогая домашняя одежда из хлопка понравилась многим благодаря комфорту в носке и долговечности. Среди ассортимента пижам, ночных сорочек и комплектов для дома каждый может подобрать для себя максимально удобную модель – приятную к телу, не стесняющую движений, радующую глаз расцветкой или забавным принтом.</p>";Польша;html
582;Evelena;"<p>Evelena – молодая российская компания, выпускающая широкий ассортимент женской одежды для дома и отдыха. Готовые изделия Evelena, отшитые преимущественно из хлопковой ткани нежных оттенков, ориентированы на молодых и активных людей. Забавные животные, цветочные и геометрические принты, а также оригинальные молодежные фасоны притягивают взгляд: от моделей так и веет озорством, молодостью и приключениями. Домашняя одежда  Evelena подарит телу комфорт, а вам – отличное настроение (и даже во сне!).</p>";Россия;html
583;Lova-lova;;Китай;html
585;Eromantica;;Китай;html
587;Lelio;"<p>Польская компания Lelio занимается производством домашней одежды для женщин вот уже более 5 лет. Ассортимент Lelio покорит вас многообразием моделей, отличным качеством тканей, безупречным пошивом, а также оригинальным дизайном. Махровые и хлопковые халаты подарят необходимый комфорт и порадуют мягкостью прикосновений к коже. Сорочки и туники Lelio обеспечат непревзойдённый комфорт во время сна. А в костюмах и комплектах бренда так приятно заниматься домашними делами. Модели Lelio отличают шарм, удобство в носке, богатая цветовая гамма и изысканная отделка: от нежных кружев до жемчужин-пуговиц.</p>";Польша;html
588;Donna;"<p>Если вы подыскиваете бельё, которое позволит вам чувствовать себя комфортно и элегантно, вам прямая дорога в раздел с польской продукцией Donna. Компания представляет широкий ассортимент так называемой предпостельной одежды: халатов, сорочек, пижам, костюмов для дома. У белья Donna «нет возраста»: среди многообразия моделей – от кокетливых и озорных до элегантных и строгих – каждая прелестница отыщет наряд, отвечающий всем критериям. Для производства моделей Donna используются итальянские и французские кружева, приятная к телу вискоза, нежный хлопок и искусственный шелк.</p>";Польша;html
589;Aquarilla;"<p>Польское качество и итальянский дизайн вкупе рождают коллекцию стильных, удобных в носке и износостойких купальников Aquarilla. Для пошива польской компанией Aquarilla используются лучшие итальянские материалы – приятные к телу, эластичные, обеспечивающие плотное облегание фигуры как на суше, так и в воде. Яркие расцветки и модные дизайны делают коллекцию купальников Aquarilla особенно привлекательной. Бренд представлен слитными моделями для бассейна и активного отдыха, смелыми раздельными купальниками, а также купальниками-танкини – для беременных и тех, кто хотел бы скрыть от глаз некоторые недостатки фигуры.</p>";Польша;html
590;Verano;"<p>Польский бренд Verano более 20 лет выпускает купальники для женщин из итальянского и испанского эластичного трикотажа. Поистине широкий ассортимент представлен купальниками для различных типов фигуры, а также в размерах от 40-42 до 64(!). Если вам трудно подобрать купальник ввиду особенностей фигуры (большого бюста, широких плеч, торчащего животика и пр.), то удачную во всех смыслах модель вы точно найдёте в коллекции от Verano! Лифы на косточках и с пуш-ап эффектом, трусики шортами, высокие или с заниженной линией талии, купальники с утяжкой в талии – у Verano есть купальник для каждой: для плавания в море или бассейне, для красивого загара и лучшей фотосессии на пляже!</p>";Польша;html
591;"Kris Line";"<p>Продукция бренда Kris Line – палочка-выручалочка для женщин, фигура которых далека от модельного идеала 90-60-90. Подобрать бюстгальтер, если размеры бюста велики, - не так-то просто. Kris Line решает эту проблему на раз-два: в ассортименте польской компании есть модели не просто больших, а очень больших размеров. При этом их отличает стиль, отличное качество пошива, приятные к телу материалы и качественная фурнитура. Среди изделий от Kris Line вы сможете отыскать красивый и удобный во всех смыслах бюстгальтер: с мягкими или формованными чашками, с кружевом или совершенно гладкий, в классическом чёрном/белом/телесном цвете или самой невероятной расцветки!</p>";Польша;html
592;"Salvador Dali";"<p>Salvador Dali  - один из ведущих мировых брендов нижнего белья, родом из Испании. Созданный в 1982 году французским бизнесменом Жаном Пьером Гривори, он является воплощением моды, стиля, высокого качества тканей и пошива. Именно у Salvador Dali впервые появились мужские трусы с широким поясом-резинкой с нанесённым поверх логотипом, что позже привело к настоящей «логомании» у прочих производителей.  Бельё Salvador Dali пошито из высокотехнологичных тканей (модала, хлопка, вискозы, бамбука), удобно в  носке, практично, функционально, не теряет цвета и формы после многочисленных стирок и при этом подчёркивает красоту человеческого тела. </p>";Испания;html
593;"Le Stelle";;США;html
594;D-PENG;;Китай;html
595;Sirens;;Китай;html
597;"Sense Max";;Гонконг;html
598;Lovegame;;Китай;html
599;Pixey;;Нидерланды;html
600;Sunsmile;;Япония;html
601;SOSU;;Япония;html
602;Charley;;Япония;html
603;Cocodor;;Корея;html
604;"Rapture Novelties";;Китай;html
612;"Dea Fiori";"<p>Продукция польской торговой марки Dea Fiori представлена широким ассортиментом трусиков и бюстгальтеров, причём упор производителем сделан на сегмент plus-size. Обладательницы внушительного по своей пышности бюста с лёгкостью отыщут модель, – на каждый день или для особого случая – которая сядет по фигуре, как влитая, и обеспечит непревзойдённую поддержку. Для производства нижнего белья Dea Fiori используются лучшие материалы из Италии, Франции и Австрии, в том числе нежное, изысканное, приятное на ощупь кружево. Шарм, романтичность и совершенный комфорт – это бельё Dea Fiori.</p>";Польша;html
614;Expert;;Германия;html
615;LoveMoment;;Китай;html
616;SHEQU;;Китай;html
618;Главсексмаг;;Россия;html
619;"Bior toys";;Россия;html
620;Otouch;;Китай;html
621;A-LOVING;;Китай;html
622;"QianYue Toys";;Китай;html
625;Maxus;;Великобритания;html
630;Perilla;;Польша;html
635;ORGIE;;Бразилия;html
637;Infiore;;Италия;html
640;Lormar;;Италия;html
644;Sielei;;Италия;html
646;Leilieve;;Италия;html
647;Mioocchi;;Италия;html
662;Alles;;Польша;html
663;Amelie;;Франция;html
680;Bangers;;Нидерланды;html
688;"Все радости";;Китай;html
689;"Solmate Socks";;США;html
690;"Happy Rabbit";;Великобритания;html
691;Irresistible;;Нидерланды;html
692;"Cuddly Bird";;Китай;html
693;Glamorise;;США;html
694;Champion;;США;html
695;Paramour;;США;html
696;CG;;США;html
697;"POPO Pleasure";"В эту коллекцию, выполненную в ярко-розовом цвете, вошли анальные стимуляторы всевозможных форм – от конусообразных втулок до вибраторов с функцией расширения. Выполненные из высококачественного медицинского силикона, они гарантируют чувственные анальные проникновения и море удовольствия своим владельцам. Особого внимания заслуживают анальные втулки со встроенным стальным шариком, благодаря которому ощущения от проникновения в анус становятся многократно сильней. Большинство моделей оснащено присосками для фиксации на твёрдой поверхности. Каждый стимулятор упакован в стильную чёрную  коробку.";Китай;html
698;Snail;;Великобритания;html
699;Viotec;;Китай;html
700;RITEX;;Германия;html
701;INTT;;Бразилия;html
702;Arlette;;Россия;html
703;Sunspice;;Китай;html
704;"Mai cosmetics";;Испания;html
705;"Сила Императора";;Таиланд;html
707;Empreinte;;Франция;html
708;Felina;;Германия;html
709;Hanes;;США;html
710;BALI;;США;html
711;Jezebel;;США;html
712;"L altra Cotonella";;Италия;html
713;Cotonella;;Италия;html
714;Sofra;;США;html
715;"Et Tu";;США;html
716;Mopas;;США;html
717;Naturana;;Германия;html
718;Mamia;;США;html
719;X-HANDE;;Китай;html
721;Private;;Испания;html
722;"48 Hours";;Турция;html
723;Winyi;;Китай;html
724;Yuanse;;Австрия;html
725;"ML Creation";;Австрия;html
726;Iyiqu;;Австрия;html
727;"Warrior Kings";;Китай;html
728;"NV Toys";;Китай;html
729;"Kiss Toy";;Китай;html
730;Leten;;Китай;html
731;Lisca;;Словения;html
732;Infinity;;Россия;html
733;Trikozza;;Россия;html
734;Paphia;;Польша;html
735;Insinuate;;Великобритания;html
736;Miran;;Польша;html
737;VeDO;;Гонконг;html
738;Kimono;;Китай;html
739;EDC;;Нидерланды;html
740;Vienetta;;Турция;html
741;Yoba;;Франция;html
742;"Rabbit Essentials";;США;html
743;Brazzers;;Россия;html
744;ASDOLL;;Китай;html
745;"Coco de Mer";;Великобритания;html
746;Laete;;Россия;html
747;Bayan;;Россия;html
748;Рудез;;Россия;html
749;Likato;;Россия;html
750;3M;;США;html
751;"Spray Guard";;Россия;html
752;Titan;;Россия;html
753;"Erotic Hard";;Россия;html
754;Torex;;Россия;html
755;Гладиатор;;Россия;html
756;"Rubber Tech Ltd";;Китай;html
757;"CleanCare Family";;Россия;html
758;"NU Sensuelle";;США;html
759;Strap-on-me;;Китай;html
760;aixiASIA;;Китай;html
761;Roomfun;;Китай;html
762;Lijoin;;Китай;html
763;"Magic Eyes";;Китай;html
764;Bushmin;;Россия;html
765;"Fun games";;Россия;html
767;Freedom;;Германия;html
768;Тюльпан;;Россия;html
769;MAT;;Польша;html
770;"Devil & Angel";;Россия;html
771;Pegasus;;США;html
772;TTights;;Россия;html
773;Ailighter;;Китай;html
774;Сosmopolitan;;Китай;html
775;Diavolo;;Китай;html
776;Marilyn;;Польша;html
777;"Toyfa Basic";"<p>Basic - самая большая, если говорить о количестве товаров, коллекция из всех от ToyFa. В ней собраны разнообразные и очень популярные у покупателей секс-игрушки: от приятных на ощупь вагинальных шариков на мягкой сцепке до металлических наручников с меховой опушкой, от классических анальных пробок до реалистичных вибромассажёров. С Basic любая пара сможет с лёгкостью создать свою коллекцию интимных аксессуаров для потрясающего секса. Благодаря разнообразию материалов даже покупатели с взыскательным вкусом без труда выберут товар, удовлетворяющий запросам на все 100%.</p>";Китай;html
778;"Dres Kod";;Польша;html
779;AMOR;;Германия;html
780;"Love to Love";;Китай;html
782;Doxy;;Великобритания;html
783;Arcwave;;США;html
785;PatriceM;;Россия;html
786;ROMP;;Германия;html
787;PHEROLAB;;Россия;html
788;Unbound;;США;html
789;"Amor El";;Испания;html
